Loan Status,Current Loan Amount,Credit Score,Annual Income,Monthly Debt,Years of Credit History,Number of Open Accounts,Current Credit Balance,Maximum Open Credit
1,392282.0,688.0,974662.0,10396.42,12.0,11.0,35663.0,242946.0
1,262988.0,743.0,1340279.0,9348.38,28.2,9.0,499548.0,681296.0
1,498586.0,666.0,1351679.0,32214.88,12.2,15.0,205637.0,433686.0
1,378334.0,714.0,2120514.0,35695.3,17.0,12.0,75335.0,413402.0
0,194942.0,742.0,1212238.0,25254.99,27.4,13.0,176396.0,339834.0
1,731566.0,705.0,1377443.0,13429.96,20.4,18.0,563008.0,1070432.0
1,156772.0,748.0,1411966.0,22591.38,18.0,10.0,38456.0,251548.0
1,158818.0,731.0,315666.0,8522.83,31.3,13.0,260072.0,756646.0
1,453464.0,712.0,895147.0,17007.85,14.2,12.0,137845.0,222926.0
1,595672.0,685.0,1305927.0,13603.43,25.9,8.0,108148.0,129624.0
1,166672.0,705.0,1048667.0,16166.91,16.0,10.0,167656.0,267014.0
1,132792.0,751.0,668990.0,6132.25,14.7,5.0,61199.0,214742.0
0,119504.0,745.0,938315.0,11807.17,13.0,11.0,32300.0,104170.0
1,33022.0,723.0,1673007.0,25234.47,23.3,13.0,125609.0,323928.0
1,280588.0,717.0,671080.0,17447.89,10.0,10.0,168169.0,470360.0
0,556336.0,714.0,1402960.0,19524.4,19.5,5.0,317338.0,389246.0
1,311872.0,680.0,1063810.0,28191.06,12.2,10.0,391723.0,591338.0
0,765160.0,719.0,2643242.0,34582.47,20.5,19.0,249755.0,489302.0
0,109802.0,745.0,474069.0,1497.39,11.0,2.0,91048.0,186604.0
0,349756.0,737.0,2491945.0,23258.28,21.5,7.0,270332.0,660396.0
1,545886.0,718.0,1565182.0,41477.0,15.0,16.0,80465.0,296714.0
1,354046.0,676.0,1815469.0,5522.16,13.0,6.0,20976.0,70840.0
1,472098.0,692.0,2316575.0,24517.22,28.2,9.0,454176.0,968506.0
1,218988.0,740.0,775409.0,8141.88,14.9,5.0,100206.0,186230.0
1,328262.0,746.0,1133958.0,20411.32,10.2,10.0,229463.0,472758.0
0,663168.0,732.0,1527296.0,22145.83,17.0,8.0,331075.0,543774.0
1,133078.0,709.0,804460.0,9117.34,12.5,10.0,111568.0,243760.0
1,262724.0,695.0,1229072.0,21508.76,21.8,5.0,337725.0,394218.0
1,54076.0,744.0,485697.0,2655.06,9.0,6.0,19988.0,282260.0
0,552882.0,686.0,1262151.0,23770.71,23.4,13.0,299706.0,694056.0
1,286462.0,719.0,1380426.0,27378.62,15.7,10.0,177916.0,335522.0
1,348832.0,704.0,497306.0,3257.36,13.0,4.0,90022.0,167860.0
1,537878.0,743.0,1296807.0,24963.53,18.4,12.0,249223.0,515306.0
1,196460.0,746.0,942590.0,15160.1,23.5,8.0,138700.0,410718.0
1,214786.0,723.0,883329.0,11924.97,14.3,5.0,154755.0,193314.0
1,109538.0,697.0,567606.0,5770.68,14.3,10.0,86716.0,151206.0
1,117986.0,694.0,1886890.0,3207.77,12.0,7.0,80408.0,351296.0
1,133804.0,725.0,1386734.0,16756.48,13.6,11.0,105450.0,260898.0
0,332684.0,722.0,881087.0,12702.26,14.5,9.0,472226.0,640266.0
1,190498.0,706.0,892164.0,8996.12,13.2,6.0,88160.0,117744.0
1,448822.0,741.0,1027444.0,21576.4,33.1,8.0,669028.0,981838.0
1,229086.0,715.0,787626.0,6543.79,23.9,7.0,71231.0,152460.0
0,393558.0,678.0,2317392.0,22015.3,14.7,8.0,124184.0,145552.0
1,151954.0,707.0,562419.0,14341.77,12.5,9.0,107692.0,219142.0
1,254562.0,738.0,669123.0,13549.66,17.5,13.0,261383.0,743600.0
0,156178.0,716.0,1124040.0,8617.64,12.0,9.0,6194.0,108790.0
1,174460.0,723.0,1318429.0,10547.47,15.0,14.0,55176.0,443586.0
1,768394.0,651.0,1651252.0,19264.67,29.2,6.0,421420.0,559592.0
1,314226.0,723.0,2638454.0,34959.43,18.2,10.0,662815.0,969034.0
1,300366.0,730.0,833188.0,13400.32,17.9,7.0,179721.0,338932.0
1,263648.0,736.0,1138518.0,12808.28,15.0,6.0,61788.0,202092.0
1,716958.0,718.0,1934960.0,31765.72,10.0,9.0,168815.0,228624.0
0,459602.0,712.0,982870.0,12859.01,15.6,6.0,390621.0,468204.0
1,405856.0,708.0,1155751.0,32264.85,22.7,13.0,338181.0,594198.0
0,547580.0,710.0,1125978.0,9758.4,13.8,6.0,435328.0,790064.0
1,175428.0,698.0,1136238.0,2594.45,30.5,4.0,70832.0,96470.0
1,234806.0,689.0,866799.0,3676.69,14.1,4.0,86051.0,167750.0
0,25806.0,685.0,742976.0,6377.16,7.1,5.0,8189.0,47432.0
1,332706.0,735.0,957790.0,10855.08,6.6,9.0,220571.0,498828.0
1,333124.0,703.0,1300246.0,13110.76,14.6,10.0,173128.0,384032.0
1,327756.0,707.0,830319.0,9271.81,15.8,6.0,245727.0,292732.0
1,476586.0,707.0,1403207.0,18241.52,13.4,6.0,91580.0,214654.0
1,261800.0,738.0,1488536.0,21087.72,16.5,8.0,178220.0,274780.0
0,433136.0,682.0,1178323.0,17969.44,17.6,16.0,355471.0,426514.0
0,322124.0,716.0,1020034.0,16915.32,17.8,10.0,205865.0,341506.0
1,437668.0,749.0,2683693.0,5993.55,21.5,7.0,326496.0,562584.0
1,606122.0,693.0,1395911.0,24079.46,22.5,8.0,168378.0,332156.0
1,520982.0,724.0,1031111.0,17013.17,15.0,12.0,267976.0,475178.0
0,304590.0,746.0,1202510.0,28960.18,19.7,9.0,314830.0,619982.0
0,472362.0,732.0,1075058.0,22218.03,16.1,13.0,392369.0,542146.0
1,149402.0,727.0,841491.0,18723.17,8.6,14.0,163571.0,539572.0
1,150458.0,737.0,1330513.0,4446.19,13.9,13.0,129827.0,316492.0
1,341352.0,712.0,751108.0,10327.83,13.3,11.0,81377.0,110858.0
0,432256.0,737.0,2053216.0,16305.8,17.4,11.0,316331.0,638088.0
1,79398.0,718.0,761824.0,13459.03,15.5,13.0,159315.0,317526.0
1,171842.0,724.0,612199.0,6734.17,11.8,12.0,330714.0,558228.0
1,329120.0,715.0,1515896.0,21601.48,13.0,19.0,332576.0,683980.0
1,486288.0,707.0,1654577.0,22612.47,14.9,18.0,407835.0,821282.0
1,104368.0,691.0,853974.0,22559.08,20.0,10.0,116223.0,195580.0
1,205854.0,717.0,1898860.0,31647.73,22.3,6.0,195738.0,251284.0
0,96690.0,673.0,280136.0,4598.76,17.8,4.0,179037.0,329582.0
1,111408.0,733.0,1154592.0,18762.12,20.4,9.0,283936.0,465674.0
1,284152.0,700.0,1054519.0,15202.66,14.0,12.0,182780.0,366146.0
1,149116.0,700.0,1380160.0,18171.98,10.8,5.0,95171.0,112574.0
1,396792.0,731.0,745997.0,7522.29,18.7,11.0,295944.0,835802.0
1,128832.0,719.0,1483520.0,8381.85,30.9,4.0,36708.0,64372.0
1,152790.0,743.0,678661.0,4450.94,14.0,5.0,119510.0,229086.0
0,292292.0,741.0,666805.0,6223.45,15.0,7.0,81016.0,198352.0
1,449460.0,658.0,1057768.0,19039.71,16.3,8.0,367992.0,510290.0
1,86724.0,716.0,580469.0,7352.62,4.9,6.0,109687.0,182226.0
1,763840.0,742.0,1639776.0,23640.18,21.4,9.0,606461.0,1141800.0
0,83864.0,699.0,564414.0,11711.6,11.9,12.0,18639.0,107932.0
0,142846.0,750.0,654227.0,16246.71,17.2,9.0,53694.0,112662.0
0,551980.0,720.0,1906840.0,33528.54,22.6,6.0,334780.0,441518.0
0,177628.0,709.0,843771.0,5027.59,10.3,8.0,94221.0,172062.0
1,398464.0,715.0,975004.0,15356.37,20.5,13.0,326857.0,650276.0
1,732028.0,737.0,1724193.0,32041.22,18.5,14.0,628425.0,1017698.0
1,660132.0,722.0,1634323.0,18931.03,16.7,17.0,452713.0,927762.0
1,25894.0,748.0,1024727.0,12723.73,10.2,12.0,30590.0,492008.0
1,128634.0,695.0,463657.0,9891.4,8.7,9.0,76133.0,134178.0
0,427988.0,729.0,1624082.0,3640.78,19.2,5.0,132088.0,378576.0
1,204248.0,737.0,779893.0,10788.39,23.0,10.0,225663.0,588522.0
1,653334.0,722.0,2068891.0,29309.21,21.3,9.0,294291.0,548724.0
1,226336.0,724.0,1409610.0,6331.56,17.0,5.0,79192.0,230428.0
0,216612.0,722.0,897959.0,19006.65,10.7,14.0,321670.0,955042.0
0,218130.0,728.0,602832.0,9142.8,17.6,10.0,202616.0,239888.0
1,431288.0,738.0,1378165.0,33879.85,28.8,15.0,280687.0,409838.0
0,448404.0,746.0,1166220.0,19339.72,14.9,17.0,306907.0,504064.0
1,117854.0,709.0,848958.0,15069.09,15.4,10.0,404073.0,609994.0
1,196108.0,715.0,865602.0,11397.34,18.8,11.0,185478.0,259402.0
1,337656.0,744.0,1205322.0,12254.05,11.4,6.0,41876.0,119416.0
1,448272.0,716.0,1045285.0,16289.08,23.0,7.0,115558.0,157432.0
0,63140.0,733.0,233681.0,2122.49,14.9,3.0,58463.0,119592.0
1,223344.0,719.0,1157328.0,24111.0,17.4,8.0,100624.0,236830.0
1,157146.0,735.0,678566.0,12610.11,16.5,7.0,116793.0,426602.0
1,178046.0,716.0,2815781.0,18537.35,22.5,9.0,486248.0,578666.0
1,216194.0,720.0,1077528.0,8081.46,13.7,5.0,96463.0,174240.0
1,430100.0,739.0,1448655.0,23782.11,15.4,13.0,400178.0,716188.0
1,562760.0,738.0,1263652.0,12426.0,13.1,8.0,478021.0,684178.0
1,118998.0,686.0,576327.0,10037.7,11.1,11.0,320834.0,518144.0
1,266926.0,725.0,1632936.0,20139.43,16.0,10.0,119586.0,422180.0
0,224796.0,681.0,573819.0,4925.37,11.4,6.0,115862.0,296780.0
1,401852.0,725.0,1263785.0,15059.97,15.3,6.0,58482.0,101376.0
1,273482.0,693.0,1115699.0,13667.27,15.9,6.0,65683.0,109758.0
1,323708.0,723.0,1640061.0,21047.44,21.2,14.0,546782.0,924242.0
0,88528.0,696.0,993833.0,2550.94,20.8,11.0,38532.0,241142.0
1,110902.0,697.0,2202917.0,30290.18,11.5,20.0,104291.0,377366.0
1,132022.0,727.0,855095.0,14180.08,17.6,10.0,130131.0,251108.0
1,277948.0,707.0,1118948.0,29465.58,15.7,11.0,66994.0,129294.0
1,219186.0,748.0,2233697.0,14779.72,20.6,11.0,281618.0,939708.0
1,178684.0,739.0,1176727.0,19514.14,20.7,11.0,192337.0,281534.0
1,108526.0,743.0,1312045.0,7380.17,19.0,10.0,71953.0,108504.0
1,205524.0,676.0,1167132.0,18479.59,22.5,19.0,592249.0,864754.0
0,134618.0,746.0,968905.0,16196.74,17.0,17.0,202540.0,1061170.0
1,94974.0,694.0,301093.0,4842.53,9.3,7.0,162564.0,341000.0
1,523248.0,668.0,1468662.0,39286.68,14.8,9.0,621585.0,906466.0
1,588544.0,687.0,1491158.0,15284.36,16.3,17.0,428963.0,1118722.0
1,391468.0,742.0,629850.0,10025.16,17.8,8.0,57570.0,169620.0
1,628474.0,676.0,1235741.0,26568.46,26.5,12.0,252871.0,603702.0
0,513524.0,659.0,1115718.0,28543.7,12.5,11.0,469604.0,849618.0
1,130328.0,740.0,1707207.0,12647.73,23.0,12.0,445721.0,757834.0
1,268664.0,718.0,1160178.0,16049.11,13.3,9.0,318839.0,818576.0
1,334686.0,742.0,963490.0,12284.45,20.5,15.0,406220.0,863060.0
0,107712.0,744.0,576688.0,7256.67,13.5,15.0,263321.0,671572.0
1,155210.0,744.0,1053265.0,17466.51,13.3,8.0,492841.0,640464.0
1,753610.0,676.0,2212835.0,35221.06,17.2,17.0,579158.0,1086866.0
0,251416.0,720.0,1057293.0,13480.5,9.0,12.0,138377.0,222838.0
1,764390.0,705.0,1603220.0,34869.75,30.6,15.0,425448.0,1089902.0
1,170962.0,710.0,598082.0,7426.15,12.8,14.0,117211.0,622534.0
1,332222.0,746.0,891119.0,11733.07,23.8,9.0,293683.0,717420.0
1,440132.0,676.0,1292380.0,4157.2,15.6,3.0,150822.0,219956.0
1,112574.0,729.0,1555416.0,10706.5,13.7,13.0,86507.0,770440.0
1,88198.0,741.0,825968.0,3407.08,14.2,9.0,112727.0,725098.0
1,764544.0,703.0,1697859.0,17685.96,25.5,10.0,300789.0,657118.0
1,446336.0,683.0,1117865.0,7573.59,15.9,4.0,148960.0,238898.0
0,447656.0,732.0,1585113.0,20342.16,17.4,8.0,309054.0,503316.0
0,261910.0,675.0,1438509.0,24334.82,15.6,9.0,74214.0,767272.0
1,146982.0,670.0,981578.0,25030.22,22.5,19.0,532589.0,828872.0
1,533698.0,699.0,1853298.0,30270.61,21.6,18.0,342209.0,589644.0
1,163482.0,711.0,564756.0,6447.65,12.4,9.0,216809.0,318186.0
1,173316.0,744.0,954275.0,6457.15,13.2,5.0,327541.0,780384.0
1,64526.0,747.0,185782.0,4799.4,10.1,8.0,72257.0,172128.0
0,47806.0,671.0,835620.0,3070.97,12.8,10.0,48051.0,60764.0
0,147576.0,748.0,463429.0,8573.56,12.9,20.0,88939.0,357588.0
1,657294.0,691.0,2270652.0,24031.01,11.3,12.0,405327.0,811998.0
1,43318.0,708.0,897769.0,7391.57,17.9,2.0,3382.0,4334.0
1,44792.0,723.0,502892.0,7794.75,7.5,9.0,193781.0,358446.0
1,268004.0,750.0,867996.0,21410.53,23.0,15.0,309776.0,1203664.0
1,33154.0,713.0,572793.0,13412.86,11.8,10.0,49153.0,178948.0
1,450384.0,746.0,1166904.0,31506.37,20.2,12.0,332918.0,687126.0
1,662310.0,699.0,1258389.0,13213.17,17.5,8.0,302309.0,562782.0
1,353232.0,712.0,823707.0,13659.67,9.8,9.0,117496.0,242968.0
1,221056.0,741.0,954560.0,9386.57,12.0,19.0,117420.0,229658.0
1,319726.0,749.0,952185.0,17059.91,21.2,8.0,299725.0,778140.0
1,460350.0,736.0,888041.0,18796.89,27.2,9.0,547504.0,816948.0
1,133606.0,701.0,2538343.0,18297.19,32.9,21.0,198911.0,342738.0
1,328350.0,745.0,1343243.0,11529.39,19.4,7.0,373958.0,600578.0
1,380622.0,657.0,969665.0,26665.74,10.6,5.0,305482.0,377102.0
1,281710.0,728.0,831953.0,12964.46,18.0,12.0,461415.0,907104.0
1,161656.0,749.0,874874.0,12226.5,16.1,10.0,159676.0,394218.0
1,87274.0,719.0,753692.0,4013.37,8.2,8.0,101042.0,259424.0
1,294580.0,744.0,1734624.0,8051.63,17.8,12.0,229007.0,433290.0
1,39138.0,731.0,751336.0,10894.41,10.6,11.0,77539.0,302302.0
1,516978.0,712.0,1261809.0,15457.07,11.0,15.0,179208.0,256190.0
1,449724.0,720.0,925946.0,6643.54,9.2,10.0,170069.0,449570.0
1,260436.0,734.0,1244272.0,11924.21,28.4,12.0,189696.0,625812.0
1,264396.0,737.0,1712565.0,19980.02,21.9,13.0,380665.0,1075052.0
0,242264.0,744.0,584345.0,12417.45,21.7,10.0,212306.0,836154.0
0,224312.0,700.0,678034.0,13052.24,12.8,13.0,240863.0,639650.0
1,450648.0,737.0,1634627.0,10570.65,32.5,6.0,93252.0,151008.0
1,407528.0,711.0,928226.0,18487.38,11.1,5.0,263093.0,333652.0
1,152372.0,697.0,845937.0,2876.22,8.8,10.0,56943.0,215468.0
1,152372.0,697.0,845937.0,2876.22,8.8,10.0,56943.0,215468.0
1,87472.0,695.0,679896.0,6872.68,10.2,4.0,19912.0,133210.0
0,234036.0,703.0,665798.0,11263.01,17.0,13.0,242098.0,308396.0
1,223146.0,719.0,573819.0,10902.58,22.6,9.0,77159.0,192544.0
1,649902.0,695.0,1309651.0,6810.17,26.0,7.0,300884.0,361768.0
1,396286.0,741.0,2528767.0,17111.4,28.9,11.0,174781.0,535414.0
0,268664.0,727.0,899954.0,17324.2,19.5,13.0,223725.0,460130.0
1,405746.0,742.0,1168044.0,21511.42,13.8,9.0,286748.0,378598.0
1,188166.0,747.0,2408554.0,7587.08,16.5,7.0,85975.0,143440.0
1,358578.0,711.0,1509721.0,3157.8,13.7,3.0,58862.0,91850.0
1,94534.0,718.0,777556.0,12894.35,8.7,8.0,49286.0,72050.0
1,767624.0,733.0,2083825.0,22574.85,12.6,12.0,434910.0,1243396.0
1,403964.0,744.0,1763561.0,17929.35,18.4,11.0,389101.0,843678.0
1,390896.0,735.0,804460.0,11932.95,26.3,14.0,335027.0,1251360.0
1,134794.0,736.0,927523.0,11439.33,16.8,7.0,72371.0,130306.0
1,134596.0,723.0,1356201.0,18308.78,21.5,19.0,286596.0,707586.0
1,311850.0,723.0,694564.0,12270.77,18.8,6.0,167238.0,338536.0
1,429000.0,746.0,926250.0,27015.53,28.5,8.0,473708.0,746240.0
1,375650.0,724.0,768398.0,12857.68,19.0,10.0,254391.0,435072.0
0,781022.0,653.0,2004253.0,35993.22,26.4,17.0,622554.0,1115862.0
0,131934.0,717.0,531734.0,16395.1,8.4,9.0,120612.0,160512.0
1,158026.0,716.0,1091854.0,11009.55,14.3,7.0,87438.0,188540.0
1,130746.0,734.0,1018590.0,16891.57,22.8,7.0,41230.0,191686.0
1,208670.0,703.0,566124.0,3811.97,11.7,7.0,171779.0,264506.0
1,298166.0,717.0,2247396.0,35583.77,19.5,22.0,50825.0,159060.0
0,44022.0,666.0,910727.0,19808.26,22.5,8.0,419748.0,514866.0
0,140888.0,693.0,1166296.0,7396.32,16.4,6.0,1254.0,145244.0
1,260216.0,664.0,1685547.0,17698.31,14.8,12.0,71041.0,301290.0
1,151602.0,739.0,1084805.0,7204.99,10.7,6.0,69331.0,395472.0
0,220770.0,705.0,571995.0,10915.5,21.3,6.0,93043.0,139018.0
1,176220.0,717.0,1027235.0,9330.71,25.5,7.0,99294.0,283888.0
1,324346.0,742.0,954370.0,17019.63,10.0,17.0,121448.0,404096.0
1,259138.0,751.0,2517804.0,14687.19,18.8,11.0,138491.0,1252878.0
0,32450.0,711.0,653904.0,11770.12,8.2,11.0,129656.0,231308.0
0,261492.0,732.0,463258.0,8724.61,9.9,9.0,134862.0,281358.0
1,171776.0,747.0,1168272.0,11293.22,11.4,4.0,82270.0,118030.0
1,648516.0,730.0,1400205.0,21353.15,19.0,8.0,265905.0,332156.0
1,214962.0,745.0,540607.0,7703.74,19.4,7.0,114247.0,399652.0
1,448932.0,738.0,1473317.0,17557.14,14.7,10.0,160569.0,321112.0
1,447524.0,741.0,2705486.0,29985.8,29.0,9.0,485697.0,962984.0
0,221320.0,740.0,860130.0,5390.11,14.0,11.0,117952.0,378334.0
1,66572.0,747.0,785707.0,13618.82,8.3,7.0,16302.0,132990.0
0,445632.0,680.0,877059.0,12205.6,33.5,9.0,344584.0,701206.0
0,219054.0,723.0,1067154.0,24455.66,15.4,8.0,100814.0,130284.0
1,132616.0,743.0,1527144.0,40342.32,22.4,16.0,159030.0,814770.0
1,96800.0,712.0,371564.0,6874.01,14.1,14.0,177688.0,340054.0
1,43054.0,747.0,490713.0,8346.32,21.7,10.0,75962.0,240988.0
1,257554.0,732.0,885096.0,11211.14,21.6,4.0,197239.0,302478.0
1,268752.0,747.0,812364.0,6654.56,15.3,9.0,278103.0,615692.0
1,147400.0,745.0,2314428.0,20058.3,19.8,8.0,40603.0,528198.0
1,387288.0,740.0,2489988.0,18571.17,11.1,12.0,167276.0,430408.0
1,234762.0,731.0,784833.0,5958.21,14.1,4.0,88122.0,123398.0
1,264836.0,703.0,1277066.0,14473.44,17.2,7.0,40280.0,249370.0
1,223102.0,724.0,1965322.0,20799.68,31.0,4.0,233472.0,299046.0
1,434896.0,723.0,1032878.0,20657.56,18.6,12.0,313595.0,459052.0
1,156552.0,720.0,1840397.0,31440.25,19.1,10.0,258400.0,406538.0
1,132000.0,713.0,440895.0,6797.06,11.9,11.0,207347.0,301246.0
0,526460.0,688.0,1041979.0,28306.96,30.8,20.0,157434.0,197494.0
1,608014.0,709.0,1067686.0,16460.08,18.1,7.0,88084.0,352946.0
1,132462.0,691.0,781736.0,4156.06,15.6,4.0,82517.0,203302.0
1,306482.0,740.0,1134414.0,22688.28,19.6,12.0,194389.0,389400.0
1,327866.0,726.0,1359108.0,5742.18,16.2,11.0,164958.0,427306.0
1,110044.0,729.0,1478637.0,27601.49,17.0,16.0,364933.0,523600.0
1,109714.0,744.0,1629744.0,4875.59,14.5,6.0,188423.0,571142.0
1,111980.0,722.0,1160520.0,28916.29,22.5,9.0,320131.0,685168.0
1,351714.0,740.0,837235.0,6551.2,9.5,6.0,204858.0,422092.0
1,110462.0,738.0,1526384.0,5075.28,23.4,6.0,175864.0,245344.0
1,337150.0,721.0,1119936.0,15959.05,12.5,9.0,166573.0,484594.0
1,156090.0,706.0,1872260.0,25275.51,18.5,8.0,541386.0,698060.0
1,172040.0,748.0,670985.0,10847.48,14.7,6.0,12901.0,164186.0
1,150788.0,739.0,2009326.0,11787.98,31.0,4.0,51338.0,540320.0
1,263318.0,738.0,707085.0,12962.94,14.8,10.0,232940.0,451770.0
1,552750.0,723.0,954750.0,3389.41,29.2,12.0,169404.0,797390.0
1,762454.0,695.0,1467484.0,10199.01,17.4,6.0,129884.0,674454.0
1,230362.0,731.0,1013479.0,24306.7,22.0,16.0,542735.0,1114234.0
1,87428.0,743.0,692474.0,7444.2,10.7,15.0,106799.0,464882.0
1,132704.0,746.0,1375391.0,12493.07,15.5,11.0,129808.0,356158.0
1,316998.0,702.0,836494.0,19936.7,25.6,17.0,293778.0,499532.0
1,121440.0,731.0,749132.0,17479.62,18.6,15.0,95456.0,504702.0
1,178640.0,705.0,1292095.0,12274.95,20.1,4.0,140885.0,290246.0
1,671836.0,707.0,1318695.0,18022.26,21.1,9.0,146965.0,348700.0
1,588962.0,678.0,1412897.0,16719.24,18.5,13.0,424498.0,785202.0
1,175010.0,703.0,785973.0,9890.26,12.1,5.0,182115.0,234036.0
1,429440.0,674.0,1383599.0,11760.62,33.5,9.0,206853.0,318076.0
1,109582.0,744.0,1514224.0,10637.34,10.1,7.0,23294.0,85382.0
1,483604.0,731.0,1213853.0,20938.76,31.3,17.0,310802.0,624800.0
0,341308.0,741.0,669503.0,9317.22,11.4,6.0,379601.0,646404.0
1,152416.0,747.0,637241.0,12521.76,19.8,9.0,120118.0,221122.0
1,77000.0,711.0,674044.0,9942.32,20.2,5.0,70794.0,160710.0
0,134992.0,728.0,437209.0,9691.33,7.7,5.0,102315.0,180048.0
1,765226.0,726.0,2643508.0,34806.1,8.6,9.0,484937.0,754710.0
1,77814.0,748.0,529967.0,2534.98,18.0,4.0,14383.0,333058.0
1,262174.0,703.0,935655.0,8966.67,11.3,8.0,104405.0,366322.0
1,148214.0,747.0,911487.0,20424.81,20.5,6.0,142766.0,188716.0
0,215776.0,729.0,1583992.0,14783.9,10.5,5.0,447564.0,720764.0
1,755062.0,681.0,1769983.0,27729.74,25.0,15.0,228266.0,451044.0
1,215974.0,716.0,1585455.0,16647.23,15.9,11.0,115273.0,364672.0
1,328548.0,704.0,1172813.0,16028.4,13.5,7.0,350246.0,479930.0
1,397738.0,736.0,1622106.0,25413.07,15.9,16.0,494836.0,966218.0
1,347996.0,700.0,686945.0,3932.81,11.0,7.0,164578.0,227678.0
0,432520.0,745.0,1029477.0,17758.54,15.4,7.0,296286.0,536074.0
1,776864.0,724.0,1380179.0,11593.42,12.8,15.0,42750.0,562474.0
1,335082.0,721.0,1215430.0,13065.92,25.5,13.0,351728.0,419848.0
0,220286.0,734.0,1731242.0,29575.4,18.5,5.0,105564.0,165198.0
0,329054.0,710.0,1136694.0,15819.02,10.9,14.0,108091.0,372526.0
1,231264.0,656.0,433371.0,7078.45,16.0,9.0,331588.0,769428.0
1,61358.0,726.0,756884.0,19048.26,21.5,9.0,134615.0,251812.0
0,220396.0,680.0,1903420.0,18240.95,15.8,9.0,57608.0,66110.0
1,111034.0,699.0,348707.0,5957.07,12.7,5.0,116204.0,190586.0
1,389620.0,743.0,985530.0,20942.56,13.0,18.0,294481.0,538670.0
1,523292.0,713.0,1788945.0,33542.6,16.8,13.0,303601.0,586850.0
1,215622.0,743.0,1899430.0,34189.74,19.4,13.0,324235.0,1191806.0
1,318538.0,749.0,1623892.0,5264.14,16.8,6.0,213199.0,599192.0
1,135014.0,741.0,1865591.0,37156.21,25.6,8.0,313633.0,465586.0
1,333036.0,727.0,1629858.0,7904.76,21.0,9.0,281979.0,528330.0
1,351076.0,716.0,758024.0,8780.47,16.5,8.0,97983.0,144892.0
1,209462.0,669.0,1828009.0,29400.6,17.0,7.0,23028.0,28666.0
1,54230.0,742.0,842859.0,9692.85,17.9,20.0,65436.0,190872.0
0,64592.0,686.0,1299581.0,35197.12,24.2,20.0,271111.0,527582.0
1,152592.0,741.0,805790.0,10273.87,14.7,16.0,307420.0,908050.0
1,111914.0,701.0,1063183.0,7964.99,13.3,14.0,154508.0,586586.0
