Loan Status,Current Loan Amount,Credit Score,Annual Income,Monthly Debt,Years of Credit History,Number of Open Accounts,Current Credit Balance,Maximum Open Credit
1.0,353584.0,736.0,2671970.0,12446.9,29.0,12.0,215365.0,426272.0
1.0,224686.0,730.0,1649409.0,13208.99,22.6,13.0,403446.0,548306.0
1.0,550220.0,677.0,1121456.0,11962.02,14.6,6.0,192299.0,396198.0
1.0,184206.0,745.0,636310.0,7158.44,14.8,10.0,155249.0,778140.0
0.0,216018.0,671.0,1492488.0,16914.94,16.5,11.0,136382.0,438636.0
0.0,219560.0,687.0,758480.0,20921.28,17.5,15.0,283347.0,512622.0
1.0,546260.0,739.0,1887080.0,7249.64,19.7,7.0,13737.0,454498.0
1.0,240174.0,724.0,770032.0,7443.63,27.5,4.0,128269.0,192874.0
1.0,216546.0,742.0,2244204.0,14550.01,14.0,9.0,236607.0,1095886.0
0.0,331562.0,697.0,706306.0,21777.61,31.5,11.0,145540.0,608344.0
1.0,109802.0,713.0,631123.0,7257.81,16.0,9.0,124355.0,272162.0
1.0,158598.0,702.0,410894.0,4184.18,17.6,11.0,131955.0,215820.0
1.0,223938.0,747.0,1037723.0,4695.66,13.0,6.0,209665.0,382316.0
1.0,531674.0,690.0,1149120.0,4596.48,17.5,6.0,380.0,221760.0
0.0,247786.0,740.0,755820.0,12219.09,13.0,11.0,278255.0,450626.0
1.0,347512.0,720.0,2217319.0,22542.74,16.6,20.0,363546.0,840224.0
1.0,182732.0,653.0,441332.0,13681.14,6.4,5.0,140904.0,217822.0
1.0,223652.0,723.0,1738386.0,9850.93,19.5,10.0,320929.0,451506.0
1.0,33440.0,705.0,760627.0,12930.83,11.1,5.0,146661.0,379060.0
1.0,200398.0,716.0,531050.0,11727.18,9.9,12.0,238374.0,316162.0
1.0,378642.0,694.0,1711976.0,26678.28,16.7,10.0,158308.0,529782.0
1.0,218438.0,715.0,649990.0,16791.63,15.5,8.0,187739.0,624690.0
1.0,111298.0,731.0,1480271.0,15666.26,13.0,11.0,70623.0,211332.0
0.0,446336.0,727.0,1349152.0,16077.42,32.1,11.0,359879.0,600424.0
1.0,539176.0,695.0,1117542.0,18253.11,9.9,12.0,476919.0,856152.0
1.0,323202.0,718.0,949031.0,9964.93,12.0,9.0,227240.0,293018.0
0.0,210848.0,728.0,821788.0,19106.59,20.5,14.0,305064.0,728310.0
1.0,179872.0,722.0,1788755.0,1520.38,8.4,2.0,51984.0,134068.0
1.0,401588.0,739.0,886331.0,20090.03,23.4,4.0,428564.0,499730.0
1.0,486948.0,722.0,962350.0,22534.95,28.6,10.0,220799.0,263010.0
1.0,64922.0,725.0,878351.0,7290.3,14.0,11.0,28842.0,231858.0
0.0,80586.0,706.0,1151970.0,14015.73,26.0,10.0,105773.0,295834.0
1.0,538626.0,725.0,1302469.0,11070.92,23.0,13.0,346199.0,605528.0
1.0,169246.0,738.0,1096281.0,29325.36,10.0,10.0,328529.0,464464.0
1.0,433620.0,673.0,1685205.0,11459.47,17.0,11.0,170221.0,344586.0
1.0,685300.0,725.0,1328043.0,37517.21,23.2,8.0,396169.0,479336.0
1.0,51700.0,684.0,413649.0,1992.53,12.7,7.0,80237.0,222244.0
1.0,183722.0,724.0,472017.0,6057.39,5.1,5.0,72124.0,261822.0
1.0,335786.0,702.0,1617299.0,20081.48,16.2,15.0,225359.0,355036.0
1.0,134706.0,736.0,542906.0,13210.7,15.5,4.0,118370.0,168388.0
0.0,311806.0,731.0,897636.0,21169.42,14.1,7.0,87723.0,178816.0
1.0,243430.0,717.0,967993.0,10567.23,24.5,13.0,190323.0,250140.0
1.0,199408.0,745.0,933337.0,12911.26,13.0,6.0,111606.0,158576.0
1.0,305382.0,656.0,1356372.0,17858.86,15.8,14.0,243694.0,423038.0
1.0,214522.0,697.0,616018.0,9599.75,22.1,8.0,47481.0,361724.0
1.0,520498.0,721.0,1030161.0,16396.81,17.1,9.0,119719.0,375672.0
1.0,130064.0,737.0,274170.0,1409.8,10.4,4.0,98116.0,244838.0
1.0,111452.0,733.0,1021060.0,29780.98,32.1,14.0,657913.0,1011670.0
1.0,269258.0,749.0,1220826.0,19940.12,9.2,8.0,288173.0,532180.0
1.0,176374.0,697.0,961020.0,10010.53,18.7,3.0,112670.0,133540.0
0.0,271458.0,713.0,737371.0,15177.58,13.2,11.0,415853.0,617342.0
1.0,336908.0,743.0,969855.0,14628.67,16.3,9.0,185649.0,456412.0
1.0,326458.0,689.0,786828.0,15605.46,21.2,11.0,249071.0,433664.0
1.0,91432.0,702.0,789621.0,5790.63,12.5,8.0,111910.0,202444.0
1.0,358578.0,718.0,844569.0,9782.91,12.8,10.0,310878.0,617430.0
1.0,445720.0,726.0,1559007.0,35077.61,26.5,11.0,558733.0,827332.0
1.0,268400.0,709.0,1197665.0,34832.32,20.9,18.0,325546.0,474166.0
1.0,359612.0,748.0,776416.0,16046.07,14.9,6.0,210007.0,425106.0
1.0,175384.0,746.0,1325345.0,17229.58,14.6,6.0,106970.0,179762.0
1.0,346654.0,742.0,1571737.0,18729.82,8.7,9.0,273220.0,424644.0
1.0,111584.0,744.0,1734453.0,29630.31,16.0,12.0,43187.0,471768.0
1.0,610742.0,680.0,1481563.0,39384.91,25.4,10.0,253232.0,456016.0
1.0,240526.0,702.0,951501.0,2505.53,18.6,3.0,76760.0,90222.0
1.0,218636.0,697.0,1302868.0,3322.34,15.4,4.0,133988.0,290532.0
1.0,98582.0,745.0,1040516.0,5237.16,25.5,9.0,291194.0,921228.0
1.0,130108.0,743.0,468217.0,6828.03,22.5,13.0,36290.0,600380.0
1.0,268620.0,744.0,1933250.0,23521.24,13.9,18.0,181564.0,378136.0
1.0,292732.0,725.0,1722825.0,21248.27,27.6,15.0,297027.0,687830.0
1.0,133958.0,706.0,964060.0,10765.21,19.9,11.0,150309.0,346016.0
1.0,154968.0,708.0,650066.0,5579.73,15.8,5.0,156389.0,298804.0
1.0,86504.0,705.0,1245013.0,14836.15,15.1,13.0,196745.0,911262.0
1.0,137720.0,714.0,743432.0,11213.42,16.5,10.0,194921.0,374308.0
0.0,177386.0,734.0,1934162.0,35620.63,30.5,13.0,263340.0,680592.0
0.0,290576.0,681.0,1226906.0,19313.69,11.8,7.0,27854.0,96822.0
1.0,121242.0,720.0,1215373.0,17825.23,22.0,10.0,94297.0,164428.0
1.0,107998.0,713.0,1981985.0,8225.29,23.5,7.0,173527.0,249590.0
1.0,223718.0,739.0,811490.0,6160.56,8.6,11.0,180519.0,431860.0
1.0,611754.0,736.0,2547311.0,36723.58,15.9,12.0,569772.0,1094060.0
1.0,143990.0,746.0,791635.0,19236.55,16.2,9.0,25441.0,166386.0
1.0,336776.0,688.0,1454222.0,27024.08,15.2,17.0,527060.0,1052216.0
1.0,392480.0,723.0,1224018.0,13668.03,21.6,12.0,379715.0,802318.0
0.0,450692.0,703.0,1089859.0,16529.43,15.4,13.0,347111.0,461978.0
1.0,466708.0,693.0,1689062.0,33921.84,26.0,14.0,652289.0,812988.0
0.0,653994.0,678.0,1882710.0,11610.14,15.8,8.0,137351.0,324566.0
1.0,146322.0,713.0,816221.0,14828.17,13.4,15.0,197562.0,545952.0
1.0,373956.0,744.0,1202149.0,18733.43,22.9,9.0,340651.0,452848.0
1.0,291390.0,730.0,1258256.0,6752.6,15.0,7.0,286197.0,357478.0
1.0,338228.0,725.0,1071030.0,14994.23,13.0,16.0,215707.0,493592.0
1.0,196240.0,730.0,715578.0,7573.21,12.8,12.0,57266.0,409310.0
1.0,208230.0,747.0,1514452.0,2700.66,21.1,5.0,128497.0,357654.0
1.0,114290.0,725.0,696787.0,12426.19,21.8,8.0,66538.0,135190.0
1.0,560340.0,698.0,1548576.0,11059.33,17.0,12.0,280877.0,490512.0
1.0,536184.0,743.0,1350615.0,24873.85,14.4,16.0,461054.0,981354.0
1.0,86064.0,722.0,1263576.0,25061.0,30.0,14.0,118712.0,340252.0
0.0,618838.0,723.0,1698771.0,24915.27,17.3,10.0,593503.0,1015080.0
1.0,343728.0,726.0,1669815.0,24768.97,16.5,6.0,182837.0,219164.0
1.0,427812.0,698.0,1423993.0,8259.11,11.7,7.0,302005.0,492514.0
1.0,544940.0,697.0,1411890.0,15248.45,17.5,11.0,340803.0,656612.0
1.0,36058.0,696.0,486495.0,14797.58,24.3,2.0,0.0,0.0
0.0,323224.0,676.0,622478.0,5498.6,9.0,9.0,142804.0,281688.0
1.0,225500.0,720.0,2434375.0,19272.08,18.3,5.0,572280.0,676830.0
1.0,759374.0,699.0,1873780.0,9759.16,20.6,10.0,61028.0,1158432.0
1.0,259006.0,744.0,1398077.0,21903.01,18.5,10.0,243903.0,631796.0
0.0,86196.0,728.0,539714.0,4151.31,31.0,6.0,43377.0,62480.0
1.0,536536.0,734.0,1816381.0,12048.66,17.6,10.0,244321.0,1040072.0
1.0,108482.0,750.0,1529576.0,10681.61,28.3,15.0,165832.0,747120.0
1.0,258984.0,709.0,782838.0,6986.87,19.0,6.0,500897.0,699622.0
1.0,528220.0,694.0,1416070.0,34221.66,14.6,12.0,222224.0,319242.0
1.0,314270.0,719.0,753920.0,24251.22,14.8,4.0,92796.0,152834.0
1.0,495330.0,697.0,1301937.0,9601.84,11.2,12.0,61275.0,288442.0
1.0,118624.0,718.0,726484.0,15982.42,16.3,12.0,137047.0,301092.0
1.0,717376.0,675.0,1476053.0,30505.26,18.0,20.0,578797.0,1040644.0
1.0,436040.0,715.0,1167398.0,13716.86,26.9,15.0,308142.0,1181422.0
1.0,159390.0,734.0,985378.0,27426.31,14.9,5.0,50825.0,91674.0
1.0,553410.0,732.0,1684274.0,32843.4,26.2,12.0,68058.0,350240.0
1.0,114158.0,707.0,388550.0,6378.68,6.5,6.0,46816.0,101134.0
1.0,325446.0,742.0,1180489.0,17116.91,28.0,5.0,94677.0,212476.0
1.0,86570.0,698.0,1831657.0,27169.62,15.4,9.0,245993.0,385462.0
1.0,186560.0,717.0,460332.0,10395.85,9.8,15.0,164027.0,351076.0
0.0,205436.0,745.0,657096.0,3477.19,9.1,15.0,84949.0,415052.0
1.0,531344.0,730.0,1249839.0,14685.48,15.2,11.0,160151.0,1002320.0
0.0,581856.0,700.0,1142052.0,20652.05,7.2,7.0,34504.0,107998.0
1.0,214808.0,734.0,1507346.0,12410.42,27.2,16.0,250154.0,474848.0
1.0,96712.0,745.0,2227104.0,2672.54,19.8,6.0,122892.0,558074.0
1.0,447260.0,744.0,1499632.0,12471.98,12.0,4.0,284335.0,386870.0
1.0,210804.0,713.0,854468.0,20863.33,13.1,17.0,28500.0,63008.0
1.0,97152.0,703.0,352336.0,5578.59,8.3,9.0,77919.0,141658.0
1.0,218614.0,689.0,1095065.0,30296.64,15.6,14.0,39026.0,98230.0
1.0,265012.0,749.0,953610.0,6961.41,24.4,8.0,71687.0,1050786.0
1.0,462880.0,748.0,2093971.0,13052.43,19.4,7.0,434568.0,711722.0
1.0,134376.0,706.0,950722.0,19489.63,27.0,9.0,92853.0,159060.0
1.0,24684.0,699.0,435993.0,9809.89,11.0,7.0,105412.0,155892.0
0.0,134860.0,667.0,932026.0,11262.06,13.4,13.0,340005.0,647526.0
1.0,110374.0,746.0,743527.0,12144.23,19.0,12.0,161215.0,421366.0
1.0,230428.0,748.0,966055.0,18274.39,16.6,15.0,215004.0,604252.0
1.0,757526.0,655.0,1495376.0,10455.13,16.5,13.0,11913.0,166122.0
1.0,129360.0,739.0,428260.0,5638.63,7.0,7.0,27094.0,333718.0
1.0,387530.0,666.0,762812.0,17862.66,16.0,13.0,296438.0,439494.0
1.0,558030.0,663.0,1542192.0,10319.85,7.3,5.0,147307.0,254540.0
1.0,107998.0,747.0,960697.0,5916.22,16.5,5.0,83562.0,291456.0
1.0,256344.0,735.0,846241.0,16149.24,32.3,10.0,230793.0,391270.0
0.0,105776.0,713.0,1211782.0,16611.51,27.0,7.0,94601.0,196284.0
1.0,759220.0,701.0,2622760.0,14381.48,23.3,7.0,509637.0,676720.0
1.0,242704.0,670.0,804745.0,10595.92,19.3,7.0,213370.0,433444.0
1.0,109098.0,745.0,866837.0,9968.54,15.6,9.0,60591.0,124366.0
1.0,334818.0,737.0,1869904.0,38488.87,22.0,20.0,561279.0,759242.0
1.0,563750.0,720.0,1752750.0,41919.89,17.5,13.0,659376.0,985160.0
1.0,372834.0,711.0,1118302.0,23670.96,27.1,16.0,506103.0,676720.0
1.0,110352.0,719.0,1620016.0,3807.03,33.3,5.0,174591.0,780582.0
0.0,447568.0,681.0,1662101.0,17036.54,13.6,14.0,164711.0,655358.0
1.0,220044.0,723.0,741152.0,13958.35,12.6,5.0,127357.0,195844.0
1.0,323004.0,744.0,999115.0,17817.63,15.3,12.0,165357.0,398068.0
0.0,179146.0,741.0,1199166.0,19766.08,18.9,15.0,212040.0,472164.0
1.0,89386.0,688.0,2299456.0,15444.53,16.0,11.0,61902.0,156508.0
1.0,398332.0,738.0,1146726.0,12518.34,14.8,16.0,125837.0,325226.0
1.0,261008.0,750.0,1202263.0,12022.63,17.7,10.0,294633.0,715198.0
1.0,169532.0,730.0,654892.0,11296.83,28.0,10.0,108452.0,196196.0
1.0,176000.0,734.0,1140000.0,22800.0,12.8,9.0,490010.0,736868.0
1.0,51810.0,692.0,372818.0,2591.03,9.8,7.0,44023.0,90728.0
1.0,103774.0,697.0,396207.0,6306.29,19.0,2.0,240388.0,382316.0
1.0,460064.0,702.0,1014638.0,2773.43,11.9,5.0,140182.0,659846.0
1.0,479644.0,714.0,941450.0,16083.12,29.1,7.0,330923.0,517792.0
1.0,484220.0,691.0,1289625.0,14938.18,15.7,12.0,191691.0,421960.0
1.0,324698.0,737.0,1402067.0,16707.84,26.7,7.0,262580.0,404844.0
0.0,394768.0,679.0,2601214.0,25361.77,20.9,12.0,60990.0,133254.0
1.0,161018.0,685.0,409260.0,9037.92,15.7,6.0,79439.0,202576.0
0.0,110990.0,734.0,670985.0,2281.33,26.0,6.0,77330.0,175230.0
1.0,224224.0,742.0,1413638.0,12840.39,16.1,13.0,167105.0,515966.0
1.0,381084.0,740.0,934990.0,11765.37,10.7,13.0,364192.0,932954.0
1.0,93016.0,708.0,1127460.0,20388.33,6.7,8.0,264366.0,539880.0
0.0,538978.0,718.0,1939520.0,33295.22,10.5,17.0,253460.0,585794.0
1.0,56210.0,723.0,1164966.0,28347.43,11.2,15.0,293569.0,607002.0
0.0,362032.0,709.0,848844.0,20018.59,10.7,10.0,138814.0,218394.0
0.0,201256.0,742.0,1815298.0,27683.19,16.8,10.0,466830.0,599280.0
1.0,223080.0,725.0,814549.0,14186.73,29.7,12.0,73910.0,290070.0
0.0,363660.0,718.0,799444.0,6928.54,8.4,13.0,150290.0,361812.0
1.0,100188.0,748.0,820553.0,12171.78,15.1,15.0,105716.0,523138.0
0.0,241340.0,731.0,663214.0,11274.41,15.9,9.0,147307.0,320628.0
1.0,770550.0,702.0,1521064.0,12460.01,13.7,12.0,305900.0,519376.0
1.0,293348.0,736.0,1325877.0,23865.71,14.9,12.0,349505.0,763554.0
0.0,179740.0,701.0,1219325.0,20423.48,26.5,9.0,118161.0,224290.0
1.0,63052.0,703.0,816829.0,22122.65,23.0,6.0,741.0,213928.0
1.0,245432.0,715.0,611040.0,13341.04,14.5,13.0,216296.0,351758.0
0.0,180708.0,712.0,875482.0,21011.72,14.5,7.0,236018.0,477774.0
0.0,171644.0,722.0,1389812.0,9300.12,27.4,8.0,418095.0,545160.0
0.0,131868.0,685.0,261896.0,8511.62,7.4,5.0,381387.0,502964.0
1.0,210056.0,740.0,661409.0,4431.37,12.0,5.0,161310.0,837562.0
1.0,540386.0,729.0,904172.0,9373.27,16.0,6.0,368695.0,536338.0
1.0,191224.0,739.0,864158.0,18003.07,12.8,5.0,283993.0,367026.0
1.0,267476.0,733.0,885533.0,16898.98,28.7,19.0,136059.0,311982.0
1.0,108768.0,723.0,976828.0,20594.86,17.6,9.0,48526.0,95700.0
1.0,672870.0,673.0,1555967.0,19190.38,25.8,15.0,329137.0,776204.0
1.0,353584.0,697.0,763420.0,18958.2,21.0,12.0,256253.0,343442.0
1.0,88880.0,724.0,359271.0,2302.23,12.4,7.0,34713.0,80080.0
1.0,220814.0,739.0,915382.0,9153.82,11.8,11.0,160436.0,615142.0
1.0,122716.0,704.0,695571.0,20171.16,25.5,9.0,220248.0,652256.0
1.0,315128.0,745.0,1417457.0,17481.9,28.4,7.0,200412.0,262482.0
0.0,292050.0,695.0,761444.0,18845.72,14.1,11.0,195054.0,431860.0
1.0,392678.0,697.0,772464.0,12166.27,15.8,8.0,254999.0,314116.0
1.0,345466.0,742.0,1530032.0,19890.34,25.6,9.0,255189.0,360800.0
1.0,139722.0,728.0,1385138.0,5540.59,16.5,5.0,52269.0,130988.0
0.0,499246.0,666.0,1128486.0,15046.48,11.4,14.0,81700.0,354332.0
1.0,401104.0,719.0,1250941.0,8964.96,18.1,4.0,79762.0,138072.0
1.0,108812.0,710.0,852454.0,11898.75,17.5,17.0,88749.0,383394.0
1.0,107316.0,726.0,1000863.0,16931.28,14.4,5.0,40812.0,64394.0
1.0,270468.0,692.0,1265267.0,13496.08,21.4,10.0,50958.0,236984.0
1.0,79222.0,723.0,950285.0,10983.71,20.0,4.0,28994.0,50666.0
1.0,224708.0,737.0,1016899.0,3084.65,11.1,6.0,100947.0,353144.0
1.0,417516.0,669.0,721905.0,20213.53,14.6,12.0,170069.0,584364.0
1.0,437844.0,705.0,861593.0,14144.36,13.1,19.0,294576.0,476388.0
1.0,156530.0,719.0,645088.0,9246.35,16.0,11.0,144457.0,255002.0
1.0,108702.0,720.0,1408185.0,5010.87,27.0,11.0,178847.0,356422.0
1.0,208472.0,741.0,843980.0,15754.04,16.0,19.0,292182.0,719818.0
1.0,66198.0,715.0,666938.0,14839.19,15.1,7.0,41059.0,115962.0
1.0,517440.0,709.0,2606040.0,11401.52,14.3,11.0,157035.0,333014.0
0.0,182930.0,719.0,584763.0,12816.07,19.0,8.0,67241.0,794552.0
1.0,357236.0,688.0,919847.0,9121.71,8.7,9.0,112993.0,288178.0
1.0,53196.0,744.0,918745.0,16001.61,11.4,7.0,81738.0,166320.0
1.0,64416.0,692.0,1668789.0,12335.18,14.8,8.0,9234.0,181236.0
0.0,332882.0,734.0,1341571.0,27502.12,12.5,7.0,378005.0,468116.0
0.0,438064.0,738.0,2042975.0,18046.2,25.1,7.0,329707.0,575828.0
1.0,108460.0,704.0,636899.0,3879.8,10.2,5.0,209057.0,306020.0
0.0,334422.0,735.0,1251549.0,16895.94,26.3,12.0,193800.0,527978.0
1.0,787490.0,659.0,2363524.0,21074.8,14.7,11.0,280022.0,323928.0
0.0,429748.0,742.0,2412449.0,40207.61,17.0,20.0,289826.0,631994.0
1.0,517440.0,674.0,1176594.0,24708.36,11.8,11.0,355053.0,792110.0
1.0,282524.0,733.0,864576.0,3343.05,16.6,7.0,172083.0,740740.0
1.0,117150.0,744.0,1575936.0,13526.86,31.8,6.0,505305.0,653026.0
1.0,407528.0,711.0,928226.0,18487.38,11.1,5.0,263093.0,333652.0
0.0,781484.0,725.0,2410397.0,31736.65,19.7,14.0,272004.0,621214.0
1.0,429176.0,740.0,1723528.0,21975.02,12.6,9.0,21641.0,455708.0
1.0,233244.0,747.0,677901.0,13501.4,13.0,14.0,224732.0,873202.0
1.0,115676.0,705.0,922222.0,15523.95,16.9,15.0,172064.0,462286.0
0.0,439472.0,733.0,1233518.0,17988.82,18.7,9.0,297768.0,571802.0
1.0,221914.0,741.0,1629060.0,475.19,8.8,3.0,11096.0,475882.0
0.0,367422.0,737.0,738853.0,13982.86,12.0,7.0,77197.0,343816.0
1.0,120428.0,741.0,464322.0,3381.62,8.8,9.0,114760.0,503316.0
1.0,224092.0,746.0,774136.0,4651.2,12.2,5.0,108186.0,448998.0
1.0,85998.0,750.0,1002611.0,19216.6,19.4,7.0,523792.0,730708.0
1.0,260282.0,705.0,749284.0,6537.52,15.0,8.0,121106.0,201762.0
1.0,200948.0,743.0,1484793.0,22024.61,18.1,6.0,120745.0,182996.0
1.0,111408.0,722.0,448742.0,8301.86,8.7,8.0,173850.0,459580.0
1.0,592438.0,747.0,1557221.0,26083.39,15.4,13.0,186884.0,270490.0
1.0,67320.0,734.0,569240.0,7684.93,22.2,6.0,172672.0,320936.0
1.0,107866.0,710.0,1198102.0,18271.16,15.2,8.0,156826.0,187572.0
1.0,322586.0,742.0,1894395.0,9756.12,20.1,10.0,330714.0,640376.0
1.0,330506.0,716.0,2283420.0,22073.06,22.6,13.0,231135.0,649594.0
1.0,261602.0,746.0,2635794.0,19285.19,10.0,10.0,229083.0,768878.0
1.0,221452.0,725.0,707636.0,4953.49,17.5,6.0,160854.0,376244.0
1.0,258236.0,724.0,1066394.0,5891.9,14.6,9.0,87058.0,161788.0
1.0,64988.0,736.0,1010192.0,22224.3,16.7,11.0,118769.0,272866.0
1.0,174372.0,682.0,1167170.0,9220.51,18.6,9.0,240426.0,396594.0
1.0,334598.0,696.0,1155846.0,23405.91,21.0,20.0,191596.0,579260.0
0.0,137676.0,689.0,722874.0,3692.65,20.8,6.0,99237.0,182688.0
0.0,248864.0,655.0,821503.0,12459.44,15.7,12.0,206948.0,526636.0
1.0,328152.0,741.0,1983828.0,27443.03,7.8,7.0,338941.0,450582.0
1.0,174900.0,747.0,944015.0,8417.38,11.7,7.0,11438.0,71984.0
1.0,441408.0,732.0,1334256.0,20792.08,27.2,8.0,265373.0,328988.0
0.0,345070.0,718.0,1192041.0,23741.64,13.0,10.0,375725.0,605924.0
1.0,662046.0,713.0,1410351.0,3855.1,14.3,4.0,177593.0,566478.0
1.0,216238.0,724.0,1774144.0,20402.58,15.1,8.0,79477.0,630366.0
1.0,219626.0,715.0,910442.0,6395.97,14.5,6.0,194484.0,292050.0
0.0,175164.0,707.0,983250.0,13765.69,9.5,11.0,209399.0,404756.0
1.0,345972.0,747.0,1680759.0,15126.85,16.6,11.0,387030.0,861784.0
1.0,201740.0,722.0,909872.0,24490.81,12.8,18.0,130017.0,286748.0
1.0,120384.0,707.0,421629.0,3239.5,9.7,5.0,83372.0,173008.0
0.0,87494.0,747.0,282891.0,4573.49,9.8,10.0,64733.0,225082.0
1.0,220946.0,736.0,908067.0,12712.71,30.5,8.0,120555.0,254254.0
1.0,328724.0,747.0,2460367.0,30754.54,28.3,12.0,200526.0,481690.0
1.0,154440.0,739.0,907725.0,9001.63,15.4,6.0,48754.0,212256.0
1.0,337392.0,729.0,2039688.0,10861.35,23.6,5.0,312892.0,483714.0
1.0,451176.0,706.0,1235494.0,25945.45,16.5,12.0,333887.0,717266.0
0.0,377410.0,682.0,817304.0,14371.03,11.6,4.0,519517.0,660308.0
1.0,225390.0,742.0,700758.0,13664.8,15.7,8.0,64201.0,234498.0
1.0,317064.0,693.0,761976.0,12128.27,15.5,9.0,106020.0,194260.0
1.0,242154.0,708.0,795758.0,19363.28,20.8,10.0,118237.0,283448.0
