Loan Status,Current Loan Amount,Credit Score,Annual Income,Monthly Debt,Years of Credit History,Number of Open Accounts,Current Credit Balance,Maximum Open Credit
1.0,347952.0,716.0,855855.0,14834.82,11.0,15.0,209057.0,530838.0
0.0,349008.0,728.0,941925.0,16562.3,17.0,12.0,259521.0,809952.0
1.0,303820.0,723.0,1874160.0,12712.9,11.9,7.0,356649.0,694056.0
1.0,722018.0,722.0,2834325.0,41806.27,14.4,13.0,619248.0,809292.0
0.0,216678.0,741.0,467837.0,3313.79,24.9,6.0,115463.0,229702.0
1.0,219076.0,713.0,1400091.0,21934.74,16.9,16.0,137940.0,192676.0
1.0,75658.0,749.0,653429.0,9529.26,14.8,16.0,156807.0,501556.0
1.0,468292.0,741.0,835145.0,10995.87,18.5,12.0,466868.0,1078990.0
0.0,337436.0,715.0,932520.0,20437.73,21.9,6.0,435157.0,696916.0
1.0,228690.0,725.0,1354320.0,8317.82,15.2,6.0,65664.0,159060.0
1.0,331430.0,718.0,718371.0,12727.15,23.2,13.0,214738.0,924286.0
1.0,243210.0,721.0,775561.0,4549.93,14.7,7.0,163096.0,346500.0
1.0,507782.0,722.0,2097315.0,25866.98,16.5,13.0,454328.0,911746.0
1.0,377982.0,737.0,1023948.0,19966.91,16.9,12.0,640528.0,842798.0
1.0,434280.0,734.0,1275204.0,12539.62,18.3,7.0,109383.0,223784.0
0.0,191576.0,735.0,525578.0,15241.42,17.0,8.0,186504.0,369776.0
1.0,221980.0,713.0,1150260.0,19266.95,21.4,17.0,261972.0,604252.0
1.0,357808.0,699.0,965675.0,18830.71,14.5,14.0,280668.0,362296.0
1.0,227304.0,747.0,1121760.0,4636.57,13.5,12.0,206074.0,897006.0
1.0,370854.0,692.0,1832987.0,27952.99,19.3,15.0,267938.0,362010.0
1.0,175076.0,709.0,1228464.0,21293.3,27.3,10.0,265316.0,404734.0
1.0,129448.0,728.0,562666.0,17020.77,17.0,10.0,138909.0,319154.0
1.0,394416.0,696.0,2349844.0,33289.52,12.1,7.0,43396.0,422224.0
1.0,175912.0,733.0,1376816.0,20996.52,19.4,21.0,120023.0,593890.0
1.0,224620.0,704.0,988988.0,17554.48,8.4,7.0,87248.0,118976.0
1.0,266860.0,727.0,1440390.0,21005.64,20.9,20.0,572033.0,880792.0
1.0,400466.0,673.0,948860.0,16921.4,13.3,9.0,31863.0,169246.0
1.0,652872.0,716.0,2725246.0,9402.15,19.6,4.0,439983.0,574354.0
1.0,183348.0,707.0,912095.0,18926.09,19.0,9.0,210691.0,299706.0
1.0,117700.0,680.0,1229319.0,286.9,10.7,2.0,7904.0,32802.0
1.0,416834.0,715.0,782857.0,9916.1,32.0,10.0,376542.0,756954.0
1.0,90222.0,735.0,878788.0,5162.87,19.2,5.0,167713.0,1067066.0
0.0,415910.0,714.0,1488251.0,22944.02,18.8,6.0,63726.0,76626.0
1.0,122056.0,746.0,1129398.0,15416.22,28.8,13.0,409773.0,754314.0
1.0,337634.0,721.0,1555112.0,30065.6,10.7,19.0,321841.0,828146.0
1.0,541750.0,666.0,1347480.0,3233.99,17.7,15.0,113107.0,626670.0
1.0,26224.0,741.0,660991.0,14156.14,7.3,11.0,104367.0,268554.0
1.0,137786.0,715.0,1101601.0,9638.89,17.6,11.0,247969.0,489984.0
0.0,108856.0,699.0,676894.0,4783.25,24.4,13.0,61313.0,247368.0
1.0,436744.0,680.0,1885940.0,29232.07,22.3,11.0,374718.0,559130.0
1.0,150238.0,721.0,1575442.0,36366.19,16.3,15.0,634885.0,918918.0
1.0,562540.0,716.0,1941382.0,36077.39,15.0,13.0,277609.0,361174.0
1.0,167376.0,718.0,828761.0,13121.97,15.8,8.0,205523.0,379522.0
1.0,486244.0,717.0,1837243.0,15463.34,14.0,5.0,931.0,98670.0
0.0,360382.0,718.0,811813.0,23001.4,14.2,13.0,239134.0,502502.0
1.0,196108.0,714.0,846792.0,15383.35,22.6,7.0,336110.0,440242.0
1.0,125620.0,661.0,754756.0,14654.89,8.6,10.0,101175.0,137676.0
0.0,133364.0,739.0,722893.0,19035.91,16.9,16.0,104804.0,177914.0
1.0,751058.0,684.0,2594564.0,22702.53,13.9,12.0,426379.0,662684.0
1.0,163834.0,695.0,1414892.0,8359.62,23.0,7.0,488756.0,581042.0
1.0,257488.0,719.0,1297149.0,19781.47,28.0,18.0,356687.0,665038.0
1.0,283756.0,669.0,616265.0,4334.47,18.9,10.0,76266.0,207284.0
1.0,194942.0,745.0,1141045.0,20823.81,16.4,10.0,210235.0,277266.0
1.0,393316.0,712.0,1868213.0,24598.16,13.2,13.0,322240.0,673486.0
0.0,221496.0,737.0,1109486.0,20340.64,13.0,10.0,158992.0,225874.0
1.0,467324.0,747.0,1921850.0,23702.69,32.9,9.0,566941.0,1213432.0
1.0,446996.0,699.0,868604.0,12355.89,16.7,11.0,385244.0,652168.0
0.0,266904.0,661.0,901588.0,7565.99,16.0,5.0,88407.0,131230.0
1.0,214324.0,742.0,867654.0,13448.58,24.0,14.0,484158.0,750442.0
1.0,573606.0,710.0,1726321.0,38698.44,23.9,21.0,497268.0,953304.0
0.0,442112.0,711.0,2386400.0,24659.53,15.0,12.0,278958.0,360492.0
0.0,151184.0,729.0,839363.0,13079.98,12.1,7.0,97185.0,127424.0
0.0,116380.0,721.0,523602.0,9162.94,22.1,6.0,70737.0,103950.0
1.0,310662.0,741.0,854753.0,20941.23,13.4,13.0,356839.0,611226.0
1.0,110352.0,718.0,1105534.0,15200.95,14.9,7.0,108642.0,313698.0
1.0,155892.0,744.0,1968818.0,34109.75,20.5,10.0,414599.0,589754.0
1.0,130130.0,699.0,1305794.0,11207.91,13.3,8.0,80788.0,166452.0
1.0,535436.0,730.0,1252423.0,19725.42,22.6,10.0,338428.0,689898.0
0.0,133562.0,693.0,1153414.0,33160.51,17.7,12.0,292334.0,489874.0
0.0,696190.0,694.0,1465546.0,23326.68,16.5,12.0,212249.0,261162.0
1.0,543730.0,675.0,1540235.0,28212.15,19.6,13.0,449787.0,737682.0
1.0,101068.0,730.0,620654.0,2948.04,12.2,11.0,129656.0,598114.0
1.0,216744.0,744.0,973370.0,18737.61,27.5,15.0,464113.0,1131350.0
1.0,269676.0,687.0,1009242.0,24726.41,13.9,18.0,65702.0,236236.0
1.0,87582.0,725.0,1002174.0,13278.72,21.5,8.0,82365.0,190366.0
1.0,51876.0,739.0,933185.0,11431.54,27.1,18.0,204212.0,471042.0
1.0,167354.0,701.0,1574948.0,31367.86,27.1,13.0,386745.0,637010.0
1.0,115192.0,747.0,1476604.0,6103.37,23.3,6.0,195054.0,684420.0
0.0,570394.0,706.0,1705212.0,35383.13,21.0,11.0,665190.0,814176.0
1.0,422422.0,700.0,2112154.0,18481.3,10.4,12.0,97090.0,186736.0
1.0,174658.0,697.0,867350.0,3635.65,8.6,6.0,126673.0,447172.0
1.0,324500.0,743.0,1307789.0,17546.31,18.8,8.0,245252.0,615978.0
1.0,556050.0,695.0,1421466.0,15162.19,13.4,8.0,314564.0,734338.0
0.0,176396.0,721.0,952090.0,13487.91,10.2,12.0,182134.0,336358.0
1.0,513678.0,740.0,1830346.0,13529.33,18.1,10.0,535173.0,891616.0
0.0,196658.0,675.0,656640.0,10396.99,13.0,13.0,95342.0,209484.0
1.0,412610.0,711.0,1273741.0,16664.71,13.9,8.0,189487.0,357918.0
1.0,78364.0,709.0,1218185.0,18272.87,9.1,8.0,186504.0,252868.0
1.0,197670.0,701.0,1517416.0,14428.22,20.6,3.0,384237.0,549252.0
1.0,128788.0,732.0,834233.0,21272.78,20.3,12.0,211831.0,457622.0
1.0,88880.0,723.0,1880430.0,1943.13,11.7,2.0,67849.0,106612.0
1.0,374000.0,723.0,888839.0,17406.47,16.6,12.0,201761.0,814000.0
1.0,65912.0,697.0,436354.0,7926.8,10.5,7.0,105944.0,171314.0
1.0,336512.0,711.0,1743687.0,32112.85,17.0,8.0,387467.0,590304.0
1.0,22044.0,730.0,666007.0,13930.42,22.0,5.0,469376.0,958518.0
1.0,217558.0,732.0,939455.0,11508.3,26.5,12.0,142975.0,261118.0
1.0,217866.0,733.0,831649.0,13653.02,8.6,9.0,193135.0,444620.0
1.0,286924.0,667.0,1717809.0,11838.52,16.6,5.0,36518.0,97856.0
1.0,217228.0,653.0,1988616.0,20366.86,26.7,10.0,15542.0,43450.0
1.0,449768.0,745.0,1262417.0,13570.94,16.0,10.0,321100.0,781088.0
1.0,185856.0,716.0,1019749.0,4512.31,11.8,14.0,123747.0,323444.0
1.0,537570.0,714.0,1207089.0,24644.71,16.0,18.0,242497.0,450692.0
1.0,21758.0,738.0,1087446.0,16311.69,17.0,5.0,235999.0,306702.0
1.0,395648.0,702.0,1423727.0,35830.2,15.5,10.0,165281.0,285648.0
1.0,352396.0,699.0,1141254.0,19972.04,13.4,5.0,530309.0,746988.0
1.0,328614.0,737.0,1135212.0,15514.64,13.9,13.0,288648.0,1041172.0
1.0,393976.0,714.0,1426140.0,5871.0,24.9,5.0,166782.0,223762.0
1.0,43736.0,723.0,453302.0,2549.8,9.2,3.0,80503.0,120274.0
1.0,155298.0,713.0,1494445.0,18556.16,14.0,9.0,98135.0,410212.0
1.0,137324.0,721.0,1228464.0,22214.61,22.9,6.0,86184.0,133056.0
1.0,247126.0,743.0,2270120.0,17101.71,18.8,5.0,47747.0,62898.0
1.0,244178.0,719.0,847305.0,24360.09,9.9,19.0,28823.0,148346.0
1.0,208516.0,744.0,937935.0,2923.15,10.9,10.0,122987.0,588434.0
0.0,137874.0,704.0,781394.0,9832.69,25.3,6.0,85462.0,414084.0
1.0,41382.0,718.0,668344.0,13684.18,19.4,12.0,160208.0,760298.0
0.0,111276.0,702.0,1710456.0,30075.48,12.0,12.0,138187.0,340428.0
0.0,227106.0,668.0,673056.0,13573.03,10.0,9.0,108737.0,220528.0
1.0,340846.0,722.0,928625.0,20739.26,15.0,19.0,197904.0,927762.0
1.0,243210.0,744.0,1587070.0,26186.56,15.4,9.0,205732.0,402402.0
1.0,444928.0,747.0,2574519.0,36043.19,20.1,21.0,436924.0,1104598.0
0.0,173470.0,743.0,2621696.0,29057.27,15.9,17.0,215308.0,479468.0
1.0,348238.0,731.0,771172.0,8097.23,9.6,10.0,71592.0,327624.0
1.0,306482.0,726.0,1436932.0,13052.05,28.1,6.0,47253.0,359920.0
0.0,264396.0,711.0,1750622.0,14500.99,18.2,9.0,144115.0,178486.0
1.0,66286.0,725.0,586226.0,7327.92,16.1,5.0,23902.0,81840.0
1.0,157564.0,711.0,939303.0,11662.96,15.9,11.0,158080.0,286902.0
1.0,179146.0,736.0,1257116.0,19170.81,12.5,17.0,76627.0,405130.0
1.0,622182.0,663.0,2073280.0,28853.21,32.8,17.0,389405.0,627968.0
1.0,129228.0,724.0,1271385.0,22249.19,13.6,17.0,166402.0,359458.0
1.0,155496.0,701.0,1081727.0,1847.94,22.3,6.0,72257.0,92862.0
1.0,642466.0,704.0,1705782.0,4463.48,29.0,6.0,212933.0,437932.0
1.0,160292.0,718.0,1695123.0,10114.27,18.5,7.0,59698.0,93808.0
1.0,89364.0,711.0,328016.0,7188.65,6.5,5.0,71649.0,147334.0
1.0,544720.0,689.0,1599496.0,41187.06,14.4,18.0,423928.0,884422.0
1.0,755766.0,745.0,2237820.0,9156.48,18.0,12.0,145825.0,917708.0
0.0,197340.0,729.0,499282.0,4743.16,11.2,6.0,189677.0,404470.0
1.0,110792.0,748.0,1243778.0,18656.48,14.5,9.0,441142.0,669460.0
1.0,468204.0,736.0,1075267.0,13207.85,25.2,14.0,406467.0,1200628.0
1.0,446292.0,719.0,2794406.0,29807.01,16.4,15.0,262523.0,336996.0
1.0,267850.0,700.0,1445805.0,7879.68,27.6,9.0,163761.0,392590.0
1.0,286748.0,741.0,1904940.0,11651.94,16.0,11.0,231420.0,1022714.0
1.0,220924.0,741.0,1526384.0,30018.86,10.0,18.0,473252.0,1087262.0
0.0,323774.0,681.0,2330122.0,34563.47,14.8,11.0,346541.0,543708.0
0.0,430056.0,749.0,2692737.0,30517.61,25.9,12.0,544749.0,1089396.0
0.0,26554.0,721.0,668800.0,14991.95,14.6,12.0,66937.0,194744.0
1.0,448140.0,741.0,1935150.0,19996.55,15.7,8.0,449141.0,638924.0
1.0,98384.0,719.0,491283.0,10562.67,17.2,12.0,150746.0,232408.0
0.0,373076.0,737.0,898719.0,2808.58,18.5,10.0,176225.0,981024.0
1.0,275154.0,732.0,1862304.0,17381.58,17.7,9.0,59052.0,219868.0
1.0,438900.0,743.0,1535162.0,15863.29,25.5,20.0,283404.0,513524.0
1.0,111672.0,740.0,376124.0,9967.4,17.3,5.0,57760.0,437052.0
1.0,332354.0,728.0,1530792.0,11123.74,18.9,8.0,322715.0,662508.0
0.0,760716.0,701.0,1905700.0,13228.75,8.8,11.0,206112.0,681912.0
1.0,319572.0,703.0,785878.0,15324.45,12.0,10.0,186960.0,229570.0
1.0,329736.0,737.0,759392.0,19111.34,13.2,5.0,238640.0,290862.0
1.0,475860.0,742.0,1868080.0,9184.79,22.7,5.0,287166.0,475684.0
1.0,66594.0,738.0,575187.0,9682.4,13.2,6.0,23845.0,184096.0
1.0,157476.0,721.0,750348.0,9066.61,9.3,10.0,34086.0,305932.0
1.0,261382.0,738.0,884165.0,13778.23,17.0,7.0,115957.0,346060.0
1.0,129602.0,750.0,1678878.0,8184.44,11.4,18.0,209057.0,503250.0
1.0,285912.0,745.0,1443563.0,19849.11,15.8,14.0,340385.0,1113332.0
1.0,291412.0,748.0,1839124.0,35249.56,12.6,13.0,193002.0,675180.0
1.0,324896.0,746.0,935275.0,10599.91,19.2,12.0,199139.0,1020272.0
1.0,260458.0,718.0,1010325.0,18859.21,11.6,18.0,371963.0,606628.0
0.0,443322.0,655.0,875691.0,21016.66,25.2,11.0,376637.0,680372.0
1.0,109142.0,719.0,376998.0,1806.33,4.5,3.0,65626.0,224862.0
1.0,152240.0,745.0,751260.0,15213.11,16.4,9.0,139688.0,234762.0
1.0,592196.0,717.0,1163484.0,24821.03,24.2,10.0,416936.0,527604.0
1.0,267080.0,709.0,738131.0,18760.98,16.3,13.0,217094.0,398376.0
1.0,86328.0,719.0,782838.0,1083.0,21.0,2.0,35815.0,43164.0
0.0,437580.0,711.0,1606127.0,16864.21,12.2,6.0,80389.0,413666.0
1.0,210122.0,734.0,1342122.0,6084.37,16.7,8.0,188974.0,409002.0
1.0,107580.0,693.0,1258218.0,28519.57,17.7,18.0,107616.0,224092.0
1.0,262482.0,697.0,1798331.0,17084.04,12.4,7.0,130701.0,329010.0
1.0,192280.0,715.0,475817.0,10705.74,20.9,6.0,262694.0,328482.0
0.0,226182.0,741.0,459610.0,5323.8,29.7,12.0,185288.0,529760.0
1.0,222310.0,745.0,1343965.0,19039.52,14.1,10.0,429343.0,797962.0
1.0,280742.0,718.0,1119024.0,14155.57,13.1,7.0,246981.0,509784.0
0.0,462374.0,700.0,798646.0,12179.19,10.8,11.0,250230.0,525822.0
1.0,266684.0,692.0,998070.0,24452.81,13.7,7.0,219469.0,284570.0
0.0,333960.0,727.0,1153680.0,22881.32,17.2,8.0,261953.0,314006.0
1.0,277200.0,717.0,971185.0,12301.55,17.1,6.0,35302.0,145948.0
0.0,205106.0,743.0,522101.0,9180.23,13.4,12.0,241205.0,444752.0
1.0,439120.0,750.0,1554884.0,18788.15,16.0,19.0,268812.0,691658.0
1.0,176066.0,745.0,855342.0,20385.67,26.8,15.0,366339.0,831710.0
1.0,108900.0,720.0,1104394.0,21259.48,18.3,21.0,233757.0,878812.0
1.0,332244.0,745.0,2104212.0,13309.12,23.0,12.0,390013.0,770638.0
1.0,330506.0,734.0,1046577.0,14739.06,20.7,6.0,354312.0,471548.0
0.0,331826.0,728.0,859712.0,8453.67,15.3,16.0,349334.0,734096.0
1.0,174944.0,733.0,830984.0,12534.11,15.7,12.0,158099.0,485562.0
1.0,154594.0,695.0,269914.0,8614.6,13.9,6.0,39463.0,164978.0
0.0,522412.0,738.0,1691874.0,17764.62,19.8,13.0,487445.0,771056.0
0.0,191048.0,719.0,1211782.0,17570.82,15.8,14.0,56582.0,107932.0
1.0,659736.0,731.0,2658936.0,6691.61,8.8,12.0,232313.0,652894.0
1.0,87296.0,723.0,1262816.0,15048.57,15.4,9.0,105906.0,227106.0
0.0,397254.0,681.0,1129512.0,18731.15,15.4,22.0,440553.0,638440.0
1.0,107712.0,710.0,985948.0,24731.16,15.2,20.0,334324.0,566786.0
0.0,753522.0,667.0,1747772.0,33499.09,24.8,13.0,161937.0,189398.0
1.0,361790.0,702.0,784472.0,10263.61,13.5,10.0,68685.0,279048.0
1.0,375694.0,738.0,1205113.0,27215.6,20.5,11.0,464854.0,1080838.0
1.0,271480.0,654.0,657742.0,8221.68,5.4,8.0,105108.0,320276.0
1.0,112024.0,706.0,406296.0,2041.74,8.0,5.0,64600.0,100804.0
1.0,447568.0,730.0,1062974.0,19930.81,21.7,10.0,269952.0,628936.0
1.0,262086.0,709.0,1246153.0,10384.64,14.6,8.0,131708.0,364826.0
1.0,666204.0,708.0,2109646.0,10003.12,24.8,7.0,317471.0,432960.0
0.0,398068.0,710.0,1241422.0,31863.19,11.4,13.0,278350.0,594638.0
1.0,270380.0,700.0,1556784.0,17371.13,20.3,9.0,105450.0,191400.0
1.0,262812.0,748.0,1115965.0,28084.85,28.1,15.0,115615.0,697312.0
1.0,133144.0,725.0,862505.0,5103.21,11.5,5.0,85253.0,143462.0
1.0,292006.0,707.0,2442089.0,21164.86,17.9,8.0,239856.0,291434.0
0.0,546700.0,739.0,1630029.0,29747.92,15.4,20.0,300789.0,357940.0
0.0,166672.0,741.0,537377.0,9538.38,11.2,12.0,113335.0,255794.0
0.0,341088.0,655.0,821161.0,22787.46,12.1,6.0,260547.0,360426.0
0.0,233090.0,732.0,699751.0,9329.95,22.0,11.0,216467.0,390390.0
1.0,442156.0,682.0,1412897.0,14906.07,21.7,9.0,238355.0,322806.0
1.0,307626.0,733.0,1043746.0,17656.7,16.5,7.0,243428.0,452408.0
1.0,64394.0,689.0,463505.0,6179.94,12.8,3.0,5168.0,117458.0
1.0,270622.0,713.0,667793.0,10072.66,14.9,6.0,88027.0,254826.0
1.0,361702.0,726.0,1514528.0,19057.95,9.5,13.0,201666.0,539242.0
1.0,442068.0,721.0,954465.0,10419.6,14.4,10.0,402344.0,646140.0
1.0,455862.0,735.0,1781003.0,12837.92,12.9,14.0,205504.0,1172204.0
1.0,241802.0,722.0,728555.0,5585.62,13.1,7.0,207879.0,301268.0
1.0,258940.0,741.0,1024936.0,10164.05,24.1,9.0,178372.0,234696.0
1.0,219934.0,732.0,1462563.0,14503.65,12.0,12.0,138852.0,255200.0
1.0,530332.0,691.0,1253525.0,36561.13,31.0,14.0,520467.0,772618.0
1.0,563860.0,683.0,1161964.0,23626.5,18.7,5.0,99465.0,130284.0
1.0,461362.0,692.0,1479929.0,31325.11,9.0,17.0,331740.0,918918.0
1.0,443652.0,687.0,1724193.0,22414.49,16.8,10.0,437931.0,889614.0
1.0,172238.0,724.0,773490.0,5446.54,18.1,12.0,148504.0,307604.0
1.0,135014.0,743.0,520429.0,6392.55,11.6,3.0,84151.0,238810.0
1.0,89584.0,708.0,2439562.0,7400.12,13.6,6.0,98002.0,159830.0
1.0,155342.0,703.0,931665.0,16995.12,15.6,6.0,82840.0,101398.0
0.0,185262.0,741.0,489402.0,3181.17,27.0,5.0,138662.0,259380.0
1.0,215358.0,742.0,669560.0,5412.34,16.5,10.0,206511.0,642774.0
1.0,266640.0,672.0,671650.0,11697.92,8.4,15.0,225587.0,546436.0
1.0,103466.0,741.0,744572.0,9307.15,25.6,17.0,14459.0,697796.0
0.0,214192.0,742.0,1214005.0,26404.49,21.6,11.0,124925.0,216546.0
1.0,435292.0,741.0,1672912.0,22444.7,18.1,19.0,119548.0,348678.0
1.0,430716.0,664.0,1167759.0,35324.42,12.6,14.0,312816.0,688578.0
1.0,77484.0,732.0,229444.0,210.33,10.0,3.0,6403.0,31042.0
1.0,175428.0,711.0,757568.0,18371.1,14.9,9.0,135071.0,422708.0
1.0,216436.0,737.0,1308454.0,26823.25,10.7,11.0,181982.0,603790.0
1.0,258632.0,728.0,1489144.0,16256.4,18.7,14.0,32224.0,138182.0
1.0,469524.0,747.0,2124067.0,5965.24,9.9,5.0,236987.0,556622.0
0.0,357060.0,663.0,1156416.0,33054.3,17.7,21.0,30457.0,483032.0
1.0,269566.0,669.0,873050.0,16958.83,8.4,6.0,70547.0,297022.0
0.0,46134.0,699.0,682974.0,7911.03,6.2,5.0,15466.0,50578.0
1.0,160468.0,723.0,315191.0,7669.54,13.4,5.0,116185.0,309276.0
1.0,328878.0,744.0,984637.0,14687.57,17.9,10.0,99864.0,236940.0
1.0,77792.0,738.0,1410883.0,36918.14,23.0,19.0,25954.0,556490.0
1.0,219142.0,712.0,2838885.0,29808.34,22.3,11.0,426398.0,626538.0
1.0,53416.0,724.0,830395.0,24773.72,20.1,12.0,96995.0,111320.0
